event,flag,NEG,DT,SP,CI,HID,NEG_null,CX_dev,CX_dev_null,CX_dev_negexp,CX_w1,CX_w1_null,CX_evph,EX_eval,EX_eval_null,EX_devph,all_both,both_exp,xs_dev,xs_eval,pos_recall
pf_fold_3rd_Ybehind,deficit_16,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0.0,-1.0,0,0.0
pf_fold_3rd_Ybehind,deficit_25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
pf_call_Yraise,dirtop_G6,6,112,9,0,32,5,372,369,297.0,345,288,287,407,375,368,1,3.6,3.0,32,0.275
pf_call_Yraise,dirtop_G10,0,101,2,0,21,0,23,31,0.0,18,26,19,32,27,17,0,0.1,-8.0,5,0.233
pf_call_Yraise,dirtop_G16,0,79,1,0,15,0,0,0,0.0,1,0,0,1,1,1,0,0.0,0.0,0,0.18
pf_call_Yraise,dirtop_G25,0,50,0,0,10,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.113
pf_call_Yraise,symtop_G3,0,7,2,0,2,0,15,24,0.0,15,20,15,24,24,16,0,0.0,-9.0,0,0.021
pf_call_Yraise,symtop_G6,0,2,0,0,0,0,0,0,0.0,0,1,1,2,0,1,0,0.0,0.0,2,0.005
pf_call_Yraise,symtop_G10,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
pf_call_Yraise,gmax_16,0,81,1,0,15,0,1,0,0.0,1,0,0,1,1,1,0,0.0,1.0,0,0.185
pf_call_Yraise,gmax_25,0,51,0,0,10,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.115
pf_call_Yraise,gmax_40,0,15,0,0,4,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.034
pf_call_Yraise,deficit_10,4,0,0,1,0,1,33,58,198.0,34,21,23,45,48,29,0,0.0,-165.0,-3,0.004
pf_call_Yraise,deficit_16,0,0,0,0,0,0,2,1,0.0,0,0,0,0,2,0,0,0.0,1.0,-2,0.0
pf_call_Yraise,deficit_25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
pf_3bet_Yraise,dirtop_G6,12,0,0,45,14,12,702,717,594.0,689,698,619,935,901,706,13,13.2,-15.0,34,0.163
pf_3bet_Yraise,dirtop_G10,1,0,0,17,8,1,80,79,49.5,68,72,57,102,109,67,0,0.2,1.0,-7,0.062
pf_3bet_Yraise,dirtop_G16,0,0,0,6,6,0,6,2,0.0,3,5,4,6,6,2,0,0.0,4.0,0,0.022
pf_3bet_Yraise,dirtop_G25,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0.0,0.0,0,0.0
pf_3bet_Yraise,symtop_G3,6,0,0,16,8,2,173,38,297.0,166,33,156,212,63,170,0,0.9,-124.0,149,0.058
pf_3bet_Yraise,symtop_G6,0,0,0,8,5,0,16,1,0.0,16,1,12,21,3,18,0,0.0,15.0,18,0.029
pf_3bet_Yraise,symtop_G10,0,0,0,1,2,0,1,0,0.0,0,0,0,1,0,0,0,0.0,1.0,1,0.004
pf_3bet_Yraise,gmax_16,0,0,0,6,6,0,6,2,0.0,3,5,4,6,6,2,0,0.0,4.0,0,0.022
pf_3bet_Yraise,gmax_25,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0.0,0.0,0,0.0
pf_3bet_Yraise,gmax_40,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
pf_3bet_Yraise,deficit_10,1,3,1,0,0,1,31,18,49.5,5,10,6,9,12,11,0,0.0,-18.5,-3,0.009
pf_3bet_Yraise,deficit_16,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
pf_3bet_Yraise,deficit_25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
pf_fold_Yraise,dirtop_G6,0,0,0,0,0,0,4,0,0.0,1,0,0,0,2,1,0,0.0,4.0,-2,0.0
pf_fold_Yraise,dirtop_G10,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
pf_fold_Yraise,dirtop_G16,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
pf_fold_Yraise,dirtop_G25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
pf_fold_Yraise,symtop_G3,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
pf_fold_Yraise,symtop_G6,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
pf_fold_Yraise,symtop_G10,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
pf_fold_Yraise,gmax_16,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
pf_fold_Yraise,gmax_25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
pf_fold_Yraise,gmax_40,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
pf_fold_Yraise,deficit_10,0,55,0,0,13,0,3,5,0.0,6,5,1,5,6,9,0,0.0,-2.0,-1,0.124
pf_fold_Yraise,deficit_16,0,27,0,0,8,0,0,0,0.0,0,0,0,0,0,1,0,0.0,0.0,0,0.061
pf_fold_Yraise,deficit_25,0,10,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.023
bvb_walk,dirtop_G6,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
bvb_walk,dirtop_G10,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
bvb_walk,dirtop_G16,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
bvb_walk,dirtop_G25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
bvb_walk,symtop_G3,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
bvb_walk,symtop_G6,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
bvb_walk,symtop_G10,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
bvb_walk,gmax_16,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
bvb_walk,gmax_25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
bvb_walk,gmax_40,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
bvb_walk,deficit_10,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0.0,-1.0,0,0.0
bvb_walk,deficit_16,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
bvb_walk,deficit_25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
bvb_raise,dirtop_G6,0,0,0,0,0,0,7,7,0.0,4,4,1,1,1,4,0,0.0,0.0,0,0.0
bvb_raise,dirtop_G10,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
bvb_raise,dirtop_G16,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
bvb_raise,dirtop_G25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
bvb_raise,symtop_G3,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0.0,-1.0,0,0.0
bvb_raise,symtop_G6,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
bvb_raise,symtop_G10,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
bvb_raise,gmax_16,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
bvb_raise,gmax_25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
bvb_raise,gmax_40,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
bvb_raise,deficit_10,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
bvb_raise,deficit_16,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
bvb_raise,deficit_25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
blind_fold_steal,dirtop_G6,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
blind_fold_steal,dirtop_G10,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
blind_fold_steal,dirtop_G16,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
blind_fold_steal,dirtop_G25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
blind_fold_steal,symtop_G3,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
blind_fold_steal,symtop_G6,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
blind_fold_steal,symtop_G10,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
blind_fold_steal,gmax_16,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
blind_fold_steal,gmax_25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
blind_fold_steal,gmax_40,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
blind_fold_steal,deficit_10,0,1,0,0,0,0,1,0,0.0,0,1,0,0,0,0,0,0.0,1.0,0,0.002
blind_fold_steal,deficit_16,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
blind_fold_steal,deficit_25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
steal_open_Yblind,dirtop_G6,2,2,0,0,0,1,64,102,99.0,41,57,45,67,109,53,0,0.1,-38.0,-42,0.005
steal_open_Yblind,dirtop_G10,0,1,0,0,0,0,2,3,0.0,1,1,0,0,5,0,0,0.0,-1.0,-5,0.002
steal_open_Yblind,dirtop_G16,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
steal_open_Yblind,dirtop_G25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
steal_open_Yblind,symtop_G3,0,0,0,0,0,0,4,3,0.0,5,6,4,5,5,7,0,0.0,1.0,0,0.0
steal_open_Yblind,symtop_G6,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
steal_open_Yblind,symtop_G10,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
steal_open_Yblind,gmax_16,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
steal_open_Yblind,gmax_25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
steal_open_Yblind,gmax_40,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
steal_open_Yblind,deficit_10,0,0,3,0,1,1,26,31,0.0,17,17,14,21,20,18,0,0.0,-5.0,1,0.008
steal_open_Yblind,deficit_16,0,0,0,0,0,0,1,0,0.0,0,1,0,0,2,0,0,0.0,1.0,-2,0.0
steal_open_Yblind,deficit_25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
mw_bet_Yactive,dirtop_G6,0,3,0,0,0,0,2,2,0.0,0,0,0,0,2,0,0,0.0,0.0,-2,0.007
mw_bet_Yactive,dirtop_G10,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
mw_bet_Yactive,dirtop_G16,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
mw_bet_Yactive,dirtop_G25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
mw_bet_Yactive,symtop_G3,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
mw_bet_Yactive,symtop_G6,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
mw_bet_Yactive,symtop_G10,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
mw_bet_Yactive,gmax_16,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
mw_bet_Yactive,gmax_25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
mw_bet_Yactive,gmax_40,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
mw_bet_Yactive,deficit_10,0,0,0,0,0,0,1,8,0.0,0,8,3,3,7,0,0,0.0,-7.0,-4,0.0
mw_bet_Yactive,deficit_16,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
mw_bet_Yactive,deficit_25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
mw_fold_3rd,dirtop_G6,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
mw_fold_3rd,dirtop_G10,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
mw_fold_3rd,dirtop_G16,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
mw_fold_3rd,dirtop_G25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
mw_fold_3rd,symtop_G3,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
mw_fold_3rd,symtop_G6,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
mw_fold_3rd,symtop_G10,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
mw_fold_3rd,gmax_16,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
mw_fold_3rd,gmax_25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
mw_fold_3rd,gmax_40,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
mw_fold_3rd,deficit_10,0,0,0,0,0,0,2,3,0.0,1,0,1,1,2,1,0,0.0,-1.0,-1,0.0
mw_fold_3rd,deficit_16,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
mw_fold_3rd,deficit_25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
mw_call_3rd,dirtop_G6,0,0,0,0,0,0,2,4,0.0,1,4,1,2,3,1,0,0.0,-2.0,-1,0.0
mw_call_3rd,dirtop_G10,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
mw_call_3rd,dirtop_G16,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
mw_call_3rd,dirtop_G25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
mw_call_3rd,symtop_G3,0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,1,0,0.0,1.0,1,0.0
mw_call_3rd,symtop_G6,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
mw_call_3rd,symtop_G10,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
mw_call_3rd,gmax_16,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
mw_call_3rd,gmax_25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
mw_call_3rd,gmax_40,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
mw_call_3rd,deficit_10,0,0,1,0,0,0,3,1,0.0,1,0,2,3,0,0,0,0.0,2.0,3,0.003
mw_call_3rd,deficit_16,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
mw_call_3rd,deficit_25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
mw_raise_3rd,dirtop_G6,2,11,3,1,1,1,164,212,99.0,109,145,134,195,199,108,0,0.4,-48.0,-4,0.036
mw_raise_3rd,dirtop_G10,0,2,0,0,0,0,8,17,0.0,2,6,5,4,16,3,0,0.0,-9.0,-12,0.005
mw_raise_3rd,dirtop_G16,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
mw_raise_3rd,dirtop_G25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
mw_raise_3rd,symtop_G3,0,0,1,0,1,2,25,24,0.0,12,27,25,33,35,22,0,0.0,1.0,-2,0.003
mw_raise_3rd,symtop_G6,0,0,0,0,0,0,1,1,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
mw_raise_3rd,symtop_G10,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
mw_raise_3rd,gmax_16,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
mw_raise_3rd,gmax_25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
mw_raise_3rd,gmax_40,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
mw_raise_3rd,deficit_10,0,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0.0,-1.0,0,0.003
mw_raise_3rd,deficit_16,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
mw_raise_3rd,deficit_25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
mw_fold_3rd_eq60,dirtop_G6,1,0,3,0,0,2,185,191,49.5,126,124,104,167,184,130,2,0.3,-6.0,-17,0.008
mw_fold_3rd_eq60,dirtop_G10,0,0,1,0,0,0,21,16,0.0,8,8,6,10,11,8,0,0.0,5.0,-1,0.003
mw_fold_3rd_eq60,dirtop_G16,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0.0,1.0,0,0.0
mw_fold_3rd_eq60,dirtop_G25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
mw_fold_3rd_eq60,symtop_G3,0,0,1,0,0,0,20,19,0.0,15,26,11,16,35,8,0,0.0,1.0,-19,0.003
mw_fold_3rd_eq60,symtop_G6,0,0,1,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0.0,0.0,0,0.003
mw_fold_3rd_eq60,symtop_G10,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
mw_fold_3rd_eq60,gmax_16,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0.0,1.0,0,0.0
mw_fold_3rd_eq60,gmax_25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
mw_fold_3rd_eq60,gmax_40,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
mw_fold_3rd_eq60,deficit_10,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
mw_fold_3rd_eq60,deficit_16,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
mw_fold_3rd_eq60,deficit_25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
fold_Yahead,dirtop_G6,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
fold_Yahead,dirtop_G10,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
fold_Yahead,dirtop_G16,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
fold_Yahead,dirtop_G25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
fold_Yahead,symtop_G3,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
fold_Yahead,symtop_G6,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
fold_Yahead,symtop_G10,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
fold_Yahead,gmax_16,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
fold_Yahead,gmax_25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
fold_Yahead,gmax_40,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
fold_Yahead,deficit_10,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0.0,1.0,0,0.0
fold_Yahead,deficit_16,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
fold_Yahead,deficit_25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
fold_Ybehind,dirtop_G6,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
fold_Ybehind,dirtop_G10,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
fold_Ybehind,dirtop_G16,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
fold_Ybehind,dirtop_G25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
fold_Ybehind,symtop_G3,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
fold_Ybehind,symtop_G6,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
fold_Ybehind,symtop_G10,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
fold_Ybehind,gmax_16,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
fold_Ybehind,gmax_25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
fold_Ybehind,gmax_40,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
fold_Ybehind,deficit_10,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
fold_Ybehind,deficit_16,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
fold_Ybehind,deficit_25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
pump_Yahead,dirtop_G6,0,4,2,0,0,0,36,51,0.0,12,21,13,31,23,14,0,0.0,-15.0,8,0.014
pump_Yahead,dirtop_G10,0,2,0,0,0,0,1,3,0.0,0,0,0,0,1,0,0,0.0,-2.0,-1,0.005
pump_Yahead,dirtop_G16,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
pump_Yahead,dirtop_G25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
pump_Yahead,symtop_G3,0,0,0,1,0,0,3,4,0.0,0,4,4,4,5,3,0,0.0,-1.0,-1,0.004
pump_Yahead,symtop_G6,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
pump_Yahead,symtop_G10,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
pump_Yahead,gmax_16,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
pump_Yahead,gmax_25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
pump_Yahead,gmax_40,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
pump_Yahead,deficit_10,1,0,0,0,0,0,1,0,49.5,0,0,0,0,0,0,0,0.0,-48.5,0,0.0
pump_Yahead,deficit_16,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
pump_Yahead,deficit_25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
aggr_Ybehind,dirtop_G6,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
aggr_Ybehind,dirtop_G10,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
aggr_Ybehind,dirtop_G16,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
aggr_Ybehind,dirtop_G25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
aggr_Ybehind,symtop_G3,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
aggr_Ybehind,symtop_G6,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
aggr_Ybehind,symtop_G10,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
aggr_Ybehind,gmax_16,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
aggr_Ybehind,gmax_25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
aggr_Ybehind,gmax_40,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
aggr_Ybehind,deficit_10,0,1,2,0,0,0,0,2,0.0,1,0,1,2,1,1,0,0.0,-2.0,1,0.007
aggr_Ybehind,deficit_16,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
aggr_Ybehind,deficit_25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
mw_checkthrough,dirtop_G6,0,0,0,0,0,6,27,148,0.0,7,95,14,18,164,9,0,0.0,-121.0,-146,0.0
mw_checkthrough,dirtop_G10,0,0,0,0,0,0,0,3,0.0,0,7,1,1,10,0,0,0.0,-3.0,-9,0.0
mw_checkthrough,dirtop_G16,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
mw_checkthrough,dirtop_G25,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0
